Status,Group ID,Block,Lot,No,Dir,Street,Suff,Group Address,Property Count,Funding ID,Core Phase,Decision,Start,Date Demo Finish,Neighborhood,Projected Release to contractor,Deconstruction,neighborhood_2,status_2
Utility cut off,2706,1184,62,1027,,VALLEY,ST,911 & 1023 - 1029 E CHASE & VALLEY ST,4,ProjectCore(19),3,Full Demolition,,,JOHNSTON SQUARE,FY19Q4,Y,JOHNSTON SQUARE,Raze in FY19
Land Resources,2710,180,43,1608,W,FAYETTE,ST,1600 - 1614 W FAYETTE ST,6,PROJECTCORE(17),3,Full Demolition,,,FRANKLIN SQUARE,FY20Q2,N,FRANKLIN SQUARE,FY20
Land Resources,2710,180,44,1606,W,FAYETTE,ST,1600 - 1614 W FAYETTE ST,6,PROJECTCORE(17),3,Full Demolition,,,FRANKLIN SQUARE,FY20Q2,N,FRANKLIN SQUARE,FY20
Land Resources,2710,180,46,1600,W,FAYETTE,ST,1600 - 1614 W FAYETTE ST,6,PROJECTCORE(17),3,Full Demolition,,,FRANKLIN SQUARE,FY20Q2,N,FRANKLIN SQUARE,FY20
Land Resources,2710,180,40,1614,W,FAYETTE,ST,1600 - 1614 W FAYETTE ST,6,PROJECTCORE(17),3,Full Demolition,,,FRANKLIN SQUARE,FY20Q2,N,FRANKLIN SQUARE,FY20
Land Resources,2710,180,42,1610,W,FAYETTE,ST,1600 - 1614 W FAYETTE ST,6,PROJECTCORE(17),3,Full Demolition,,,FRANKLIN SQUARE,FY20Q2,N,FRANKLIN SQUARE,FY20
Land Resources,2710,180,45,1604,W,FAYETTE,ST,1600 - 1614 W FAYETTE ST,6,PROJECTCORE(17),3,Full Demolition,,,FRANKLIN SQUARE,FY20Q2,N,FRANKLIN SQUARE,FY20
Release to Contractor(Whole Group),2711,180,36,1622,W,FAYETTE,ST,1622 - 1624 W FAYETTE ST,2,ProjectCore(19),3,Full Demolition,,,FRANKLIN SQUARE,FY19Q3,Y,FRANKLIN SQUARE,Raze in FY19
Release to Contractor(Whole Group),2711,180,35,1624,W,FAYETTE,ST,1622 - 1624 W FAYETTE ST,2,ProjectCore(19),3,Full Demolition,,,FRANKLIN SQUARE,FY19Q3,Y,FRANKLIN SQUARE,Raze in FY19
Ready to Release to Contractor,2722,293,69,703,,ALLEGANY,PL,703-707 &  1712-14  ALLEGANY & N. CAREY ST,5,PLN-390,NA,Full Demolition,,,SANDTOWN-WINCHESTER,FY19Q3,N,SANDTOWN-WINCHESTER,Raze in FY19
Ready to Release to Contractor,2722,293,70,705,,ALLEGANY,PL,703-707 &  1712-14  ALLEGANY & N. CAREY ST,5,PLN-390,NA,Full Demolition,,,SANDTOWN-WINCHESTER,FY19Q3,N,SANDTOWN-WINCHESTER,Raze in FY19
Ready to Release to Contractor,2722,293,6,1712,N,CAREY,ST,703-707 &  1712-14  ALLEGANY & N. CAREY ST,5,PLN-390,NA,Full Demolition,,,SANDTOWN-WINCHESTER,FY19Q3,N,SANDTOWN-WINCHESTER,Raze in FY19
Ready to Release to Contractor,2722,293,7,1714,N,CAREY,ST,703-707 &  1712-14  ALLEGANY & N. CAREY ST,5,PLN-390,NA,Full Demolition,,,SANDTOWN-WINCHESTER,FY19Q3,N,SANDTOWN-WINCHESTER,Raze in FY19
Ready to Release to Contractor,2722,293,71,707,,ALLEGANY,PL,703-707 &  1712-14  ALLEGANY & N. CAREY ST,5,PLN-390,NA,Full Demolition,,,SANDTOWN-WINCHESTER,FY19Q3,N,SANDTOWN-WINCHESTER,Raze in FY19
Land Resources,2729,4616,30,3124,,WOODLAND,AVE,3122-3128   WOODLAND AVE,4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY20Q2,Y,CENTRAL PARK HEIGHTS,FY20
Land Resources,2729,4616,32,3128,,WOODLAND,AVE,3122-3128   WOODLAND AVE,4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY20Q2,Y,CENTRAL PARK HEIGHTS,FY20
Land Resources,2729,4616,29,3122,,WOODLAND,AVE,3122-3128   WOODLAND AVE,4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY20Q2,Y,CENTRAL PARK HEIGHTS,FY20
Land Resources,2729,4616,31,3126,,WOODLAND,AVE,3122-3128   WOODLAND AVE,4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY20Q2,Y,CENTRAL PARK HEIGHTS,FY20
Final/Full Demo Complete,2731,4013A,8,1014,E,20TH,ST,1014 E 20TH ST,1,PLN-380,NA,Full Demolition,10/30/18,2/4/19,EAST BALTIMORE MIDWAY,FY19Q2,N,EAST BALTIMORE MIDWAY,Completed
DEMO Prep,2741,2472,23,2901,W,LANVALE,ST,2901 W LANVALE ST,1,,NA,Full Demolition,,,FRANKLINTOWN ROAD,FY20Q1,N,FRANKLINTOWN ROAD,FY20
Release to Contractor(Whole Group),2742,1157,23,1202,,ENSOR,ST,1202 & 1204   ENSOR ST,2,PLN-262,NA,Full Demolition,,,JOHNSTON SQUARE,FY19Q3,N,JOHNSTON SQUARE,Raze in FY19
Release to Contractor(Whole Group),2742,1157,24,1204,,ENSOR,ST,1202 & 1204   ENSOR ST,2,PLN-262,NA,Full Demolition,,,JOHNSTON SQUARE,FY19Q3,N,JOHNSTON SQUARE,Raze in FY19
Release to Contractor(Whole Group),2746,4006,18,1903,,AISQUITH,ST,1903   AISQUITH ST,1,PLN-262,NA,Full Demolition,,,EAST BALTIMORE MIDWAY,FY19Q3,N,EAST BALTIMORE MIDWAY,Raze in FY19
Utility cut off,2749,260,116,1802,,DOVER,ST,1800 & 1802   DOVER ST,2,UNDECIDED,NA,Full Demolition,,,CARROLLTON RIDGE,FY20Q1,N,CARROLLTON RIDGE,FY20
Utility cut off,2749,260,117,1800,,DOVER,ST,1800 & 1802   DOVER ST,2,UNDECIDED,NA,Full Demolition,,,CARROLLTON RIDGE,FY20Q1,N,CARROLLTON RIDGE,FY20
Remediation,2752,4606,15,3330,,WOODLAND,AVE,"3330.5, 3332, 3332.5 - 3334  WOODLAND AVE",4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY19Q4,N,CENTRAL PARK HEIGHTS,FY20
Remediation,2752,4606,17,3332,,WOODLAND,AVE,"3330.5, 3332, 3332.5 - 3334  WOODLAND AVE",4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY19Q4,N,CENTRAL PARK HEIGHTS,FY20
Remediation,2752,4606,18,3334,,WOODLAND,AVE,"3330.5, 3332, 3332.5 - 3334  WOODLAND AVE",4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY19Q4,N,CENTRAL PARK HEIGHTS,FY20
Remediation,2752,4606,16,3332,,WOODLAND,AVE,"3330.5, 3332, 3332.5 - 3334  WOODLAND AVE",4,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY19Q4,N,CENTRAL PARK HEIGHTS,FY20
HABC,2755,119,38,1953,,EDMONDSON,AVE,1953   EDMONDSON AVE,1,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY19Q4,N,MIDTOWN-EDMONDSON,FY20
Prep For Release,2756,2205,13,2425,,EDMONDSON,AVE,2425   EDMONDSON AVE,1,UNDECIDED,NA,Full Demolition,,,ROSEMONT HOMEOWNERS/TENANTS,FY19Q4,N,ROSEMONT HOMEOWNERS/TENANTS,Raze in FY19
Start Demo - Full,2759,1446,92,1801,N,REGESTER,ST,1801 N REGESTER ST,1,PLN-380,NA,Full Demolition,12/18/18,,BROADWAY EAST,FY19Q2,N,BROADWAY EAST,Started but not complete
Utility cut off,2760,1448,101,1803,N,CHAPEL,ST,1801&1803 N CHAPEL ST,2,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,N,BROADWAY EAST,FY20
Utility cut off,2760,1448,100,1801,N,CHAPEL,ST,1801&1803 N CHAPEL ST,2,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,N,BROADWAY EAST,FY20
Final/Full Demo Complete,2761,1451,27,2223,E,NORTH,AVE,2223 E NORTH AVE,1,PLN-380,NA,Full Demolition,4/23/18,8/21/18,BROADWAY EAST,FY18Q3,N,BROADWAY EAST,Completed
DEMO Prep,2770,4130,027B,1625,,ABBOTSTON,ST,1625   ABBOTSTON ,1,UNDECIDED,NA,Full Demolition,,,COLDSTREAM HOMESTEAD MONTEBELL,FY20Q1,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Utility cut off,2775,3402,42,1612,,CLIFTON,AVE,1610-1614   CLIFTON AVE,3,UNDECIDED,NA,Full Demolition,,,PENN NORTH,FY20Q1,N,PENN NORTH,FY20
Utility cut off,2775,3402,43,1610,,CLIFTON,AVE,1610-1614   CLIFTON AVE,3,UNDECIDED,NA,Full Demolition,,,PENN NORTH,FY20Q1,N,PENN NORTH,FY20
Utility cut off,2775,3402,41,1614,,CLIFTON,AVE,1610-1614   CLIFTON AVE,3,UNDECIDED,NA,Full Demolition,,,PENN NORTH,FY20Q1,N,PENN NORTH,FY20
HABC,2776,1155,93,718,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,101,702,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,95,714,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,98,708,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,100,704,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,94,716,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,96,712,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,97,710,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
HABC,2776,1155,99,706,,MURA,ST,0702 - 0718  MURA ST,9,UNDECIDED,NA,Full Demolition,,,JOHNSTON SQUARE,FY20Q4,Y,JOHNSTON SQUARE,FY20
Prep For Release,2779,1137,29,1506,E,HOFFMAN,ST,1504-1506 E HOFFMAN ST,2,PLN-380,NA,Full Demolition,,,OLIVER,FY19Q4,N,OLIVER,Raze in FY19
Prep For Release,2779,1137,28,1504,E,HOFFMAN,ST,1504-1506 E HOFFMAN ST,2,PLN-380,NA,Full Demolition,,,OLIVER,FY19Q4,N,OLIVER,Raze in FY19
Final/Full Demo Complete,2781,1554,65,2305,E,BIDDLE,ST,2303 - 2311 E BIDDLE ST,5,PLN-380,NA,Full Demolition,7/23/18,10/28/18,BIDDLE STREET,FY18Q4,N,BIDDLE STREET,Completed
Final/Full Demo Complete,2781,1554,66,2307,E,BIDDLE,ST,2303 - 2311 E BIDDLE ST,5,PLN-380,NA,Full Demolition,7/23/18,10/28/18,BIDDLE STREET,FY18Q4,N,BIDDLE STREET,Completed
Final/Full Demo Complete,2781,1554,68,2311,E,BIDDLE,ST,2303 - 2311 E BIDDLE ST,5,PLN-380,NA,Full Demolition,7/23/18,10/28/18,BIDDLE STREET,FY18Q4,N,BIDDLE STREET,Completed
Final/Full Demo Complete,2781,1554,67,2309,E,BIDDLE,ST,2303 - 2311 E BIDDLE ST,5,PLN-380,NA,Full Demolition,7/23/18,10/28/18,BIDDLE STREET,FY18Q4,N,BIDDLE STREET,Completed
Final/Full Demo Complete,2781,1554,64,2303,E,BIDDLE,ST,2303 - 2311 E BIDDLE ST,5,PLN-380,NA,Full Demolition,7/23/18,10/28/18,BIDDLE STREET,FY18Q4,N,BIDDLE STREET,Completed
Start Demo - Full,2785,3177,18,3834,,REISTERSTOWN,ROAD,3834 - 3842  REISTERSTOWN ROAD,4,PH MRA_ 163,NA,Full Demolition,,,PARK CIRCLE,FY20Q1,N,PARK CIRCLE,FY20
Start Demo - Full,2785,3177,22,3842,,REISTERSTOWN,ROAD,3834 - 3842  REISTERSTOWN ROAD,4,PH MRA_ 163,NA,Full Demolition,,,PARK CIRCLE,FY20Q1,N,PARK CIRCLE,FY20
Start Demo - Full,2785,3177,20,3838,,REISTERSTOWN,ROAD,3834 - 3842  REISTERSTOWN ROAD,4,PH MRA_ 163,NA,Full Demolition,,,PARK CIRCLE,FY20Q1,N,PARK CIRCLE,FY20
Start Demo - Full,2785,3177,21,3840,,REISTERSTOWN,ROAD,3834 - 3842  REISTERSTOWN ROAD,4,PH MRA_ 163,NA,Full Demolition,,,PARK CIRCLE,FY20Q1,N,PARK CIRCLE,FY20
Utility cut /Enviro. Insp.,2790,1458,52,1922,E,LANVALE,ST,1922-1926 E LANVALE ST,3,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,N,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2790,1458,51,1924,E,LANVALE,ST,1922-1926 E LANVALE ST,3,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,N,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2790,1458,50,1926,E,LANVALE,ST,1922-1926 E LANVALE ST,3,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,N,BROADWAY EAST,FY20
Final/Full Demo Complete,2792,4793,17,2932,,WOODLAND,AVE,2932 & 4817  WOODLAND & PIMLICO AVE,2,PH MRA_ 163,NA,Full Demolition,7/17/18,8/7/18,CYLBURN,FY18Q4,N,CYLBURN,Completed
Final/Full Demo Complete,2792,4793,017A,4817,,PIMLICO,ROAD,2932 & 4817  WOODLAND & PIMLICO AVE,2,PH MRA_ 163,NA,Full Demolition,7/17/18,8/7/18,CYLBURN,FY18Q4,N,CYLBURN,Completed
Prep For Release,2800,3825,46,2453,,BRENTWOOD,AVE,2453   BRENTWOOD AVE,1,UNDECIDED,NA,Full Demolition,,,BARCLAY,FY19Q4,N,BARCLAY,Raze in FY19
Utility cut off,2802,3301,121,3429,,SAINT AMBROSE,AVE,3429   SAINT AMBROSE AVE,1,UNDECIDED,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY20Q1,N,CENTRAL PARK HEIGHTS,FY20
Release to Contractor(Whole Group),2805,1479,63,1504,N,CHAPEL,ST,1500-1506 N CHAPEL ST,4,PLN-390,NA,Full Demolition,,,BROADWAY EAST,FY19Q4,N,BROADWAY EAST,FY20
Release to Contractor(Whole Group),2805,1479,61,1500,N,CHAPEL,ST,1500-1506 N CHAPEL ST,4,PLN-390,NA,Full Demolition,,,BROADWAY EAST,FY19Q4,N,BROADWAY EAST,FY20
Release to Contractor(Whole Group),2805,1479,62,1502,N,CHAPEL,ST,1500-1506 N CHAPEL ST,4,PLN-390,NA,Full Demolition,,,BROADWAY EAST,FY19Q4,N,BROADWAY EAST,FY20
Release to Contractor(Whole Group),2805,1479,64,1506,N,CHAPEL,ST,1500-1506 N CHAPEL ST,4,PLN-390,NA,Full Demolition,,,BROADWAY EAST,FY19Q4,N,BROADWAY EAST,FY20
DEMO Prep,2809,2164,5,36,N,WHEELER,AVE,36  N WHEELER AVE,1,UNDECIDED,NA,Full Demolition,,,PENROSE/FAYETTE STREET OUTREAC,FY20Q1,N,PENROSE/FAYETTE STREET OUTREAC,FY20
Prep For Release,2812,1177,24,1111,N,CAROLINE,ST,1111  N CAROLINE ST,1,PLN-380,NA,Full Demolition,,,GAY STREET,FY19Q4,N,GAY STREET,Raze in FY19
DEMO Prep,2813,1474,016O,2421,E,LANVALE,ST,2421 E LANVALE ST,1,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,N,BROADWAY EAST,FY20
Final/Full Demo Complete,2815,3173,53,2803,,VIOLET,AVE,2803   VIOLET AVE,1,PH MRA_ 163,NA,Emergency Full Demolition,9/13/18,12/4/18,PARK CIRCLE,FY19Q1,N,PARK CIRCLE,Completed
DEMO Prep,2817,1450,44,1800,N,COLLINGTON,AVE,1800 N COLLINGTON AVE,1,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,N,BROADWAY EAST,FY20
Remediation,2820,5203A,6,711,E,43RD,ST,0711 E 43RD ST,1,UNDECIDED,NA,Full Demolition,,,PEN LUCY,FY19Q4,N,PEN LUCY,FY20
Ready to Release to Contractor,2822,3341,4,3807,,PARK HEIGHTS,AVE,3807   PARK HEIGHTS AVE,1,PH MRA_ 163,NA,Full Demolition,,,GREENSPRING,FY19Q3,N,GREENSPRING,Raze in FY19
DEMO Prep,2823,3341,8,3815,,PARK HEIGHTS,AVE,3813-15   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,,,GREENSPRING,FY20Q1,N,GREENSPRING,FY20
DEMO Prep,2823,3341,7,3813,,PARK HEIGHTS,AVE,3813-15   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,,,GREENSPRING,FY20Q1,N,GREENSPRING,FY20
Release to Contractor(Whole Group),2824,3322,14,3826,,PARK HEIGHTS,AVE,3824-26   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,,,PARK CIRCLE,FY19Q3,N,PARK CIRCLE,Raze in FY19
Release to Contractor(Whole Group),2824,3322,13,3824,,PARK HEIGHTS,AVE,3824-26   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,,,PARK CIRCLE,FY19Q3,N,PARK CIRCLE,Raze in FY19
Utility cut off,2826,3307A,14,4229,,PARK HEIGHTS,AVE,4227-29   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY20Q1,N,CENTRAL PARK HEIGHTS,FY20
Utility cut off,2826,3307A,13,4227,,PARK HEIGHTS,AVE,4227-29   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,,,CENTRAL PARK HEIGHTS,FY20Q1,N,CENTRAL PARK HEIGHTS,FY20
Final/Full Demo Complete,2827,3301,22,4630,,PARK HEIGHTS,AVE,4628-30   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,4/11/18,7/19/18,CENTRAL PARK HEIGHTS,FY18Q4,N,CENTRAL PARK HEIGHTS,Completed
Final/Full Demo Complete,2827,3301,21,4628,,PARK HEIGHTS,AVE,4628-30   PARK HEIGHTS AVE,2,PH MRA_ 163,NA,Full Demolition,4/11/18,7/19/18,CENTRAL PARK HEIGHTS,FY18Q4,N,CENTRAL PARK HEIGHTS,Completed
Final/Full Demo Complete,2831,5391A,44,2812,,ECHODALE,AVE,2812  ECHODALE AVE,1,PLN-262,NA,Full Demolition,10/16/18,11/14/18,HARFORD-ECHODALE/PERRING PARKW,FY19Q3,N,HARFORD-ECHODALE/PERRING PARKW,Completed
Release to Contractor(Whole Group),2832,4001,25,1912,,HOMEWOOD,AVE,1908-1912   HOMEWOOD AVE,3,PLN-390,NA,Full Demolition,,,EAST BALTIMORE MIDWAY,FY19Q3,N,EAST BALTIMORE MIDWAY,Raze in FY19
Release to Contractor(Whole Group),2832,4001,24,1910,,HOMEWOOD,AVE,1908-1912   HOMEWOOD AVE,3,PLN-390,NA,Full Demolition,,,EAST BALTIMORE MIDWAY,FY19Q3,N,EAST BALTIMORE MIDWAY,Raze in FY19
Release to Contractor(Whole Group),2832,4001,23,1908,,HOMEWOOD,AVE,1908-1912   HOMEWOOD AVE,3,PLN-390,NA,Full Demolition,,,EAST BALTIMORE MIDWAY,FY19Q3,N,EAST BALTIMORE MIDWAY,Raze in FY19
Sent to MSA,2834,185,56,117,N,CARROLLTON,AVE,0115 - 0119 N CARROLLTON AVE,3,PROJECTCORE(17),3,Full Demolition,,,POPPLETON,FY18Q4,N,POPPLETON,Raze in FY19
Sent to MSA,2834,185,57,119,N,CARROLLTON,AVE,0115 - 0119 N CARROLLTON AVE,3,PROJECTCORE(17),3,Full Demolition,,,POPPLETON,FY18Q4,N,POPPLETON,Raze in FY19
Sent to MSA,2834,185,55,115,N,CARROLLTON,AVE,0115 - 0119 N CARROLLTON AVE,3,PROJECTCORE(17),3,Full Demolition,,,POPPLETON,FY18Q4,N,POPPLETON,Raze in FY19
Start Demo - Full,2835,170,29,1141,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,32,1135,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,96,,,(Descriptive Address),,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,27,1145,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,30,1139,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,37,1125,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,38,1123,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,28,1143,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Start Demo - Full,2835,170,31,1137,W,SARATOGA,ST,1123 - 1145 W SARATOGA ST,9,PROJECTCORE(17),3,Full Demolition,11/2/18,,POPPLETON,FY18Q4,N,POPPLETON,Started but not complete
Final/Full Demo Complete,2836,156,33,1040,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
Final/Full Demo Complete,2836,156,35,1036,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
Final/Full Demo Complete,2836,156,36,1034,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
Final/Full Demo Complete,2836,156,38,1030,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
Final/Full Demo Complete,2836,156,39,1028,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
Final/Full Demo Complete,2836,156,32,1042,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
Final/Full Demo Complete,2836,156,37,1032,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
Final/Full Demo Complete,2836,156,34,1038,W,SARATOGA,ST,1028 - 1042 W SARATOGA ST,8,PLN-380,NA,Full Demolition,5/1/18,8/15/18,POPPLETON,FY18Q4,N,POPPLETON,Completed
DEMO Prep,2850,49,21,1140,N,MONROE,ST,1140 N MONROE ST,1,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY20Q1,N,MIDTOWN-EDMONDSON,FY20
Final/Full Demo Complete,2851,1538,6,2510,E,BIDDLE,ST,2510 E BIDDLE ST,1,PLN-380,NA,Full Demolition,10/8/18,2/7/19,BEREA,FY19Q2,N,BEREA,Completed
Prep For Release,2866,49,5,1108,N,MONROE,ST,1104-1114 N MONROE ST,6,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY19Q3,N,MIDTOWN-EDMONDSON,Raze in FY19
Prep For Release,2866,49,8,1114,N,MONROE,ST,1104-1114 N MONROE ST,6,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY19Q3,N,MIDTOWN-EDMONDSON,Raze in FY19
Prep For Release,2866,49,4,1106,N,MONROE,ST,1104-1114 N MONROE ST,6,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY19Q3,N,MIDTOWN-EDMONDSON,Raze in FY19
Prep For Release,2866,49,7,1112,N,MONROE,ST,1104-1114 N MONROE ST,6,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY19Q3,N,MIDTOWN-EDMONDSON,Raze in FY19
Prep For Release,2866,49,3,1104,N,MONROE,ST,1104-1114 N MONROE ST,6,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY19Q3,N,MIDTOWN-EDMONDSON,Raze in FY19
Prep For Release,2866,49,6,1110,N,MONROE,ST,1104-1114 N MONROE ST,6,UNDECIDED,NA,Full Demolition,,,MIDTOWN-EDMONDSON,FY19Q3,N,MIDTOWN-EDMONDSON,Raze in FY19
Utility cut /Enviro. Insp.,2892,1450,6,1811,N,CHESTER,ST,1811 - 1829 N CHESTER ST,10,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2892,1450,8,1815,N,CHESTER,ST,1811 - 1829 N CHESTER ST,10,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2892,1450,9,1817,N,CHESTER,ST,1811 - 1829 N CHESTER ST,10,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2892,1450,11,1821,N,CHESTER,ST,1811 - 1829 N CHESTER ST,10,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2892,1450,12,1823,N,CHESTER,ST,1811 - 1829 N CHESTER ST,10,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2892,1450,14,1827,N,CHESTER,ST,1811 - 1829 N CHESTER ST,10,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Utility cut /Enviro. Insp.,2892,1450,7,1813,N,CHESTER,ST,1811 - 1829 N CHESTER ST,10,UNDECIDED,NA,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
