block,buildingaddress,councildistrict,location,lot,neighborhood,noticedate,policedistrict,referenceid
0280,335 S STRICKER ST,9,"(39.28373644, -76.64041396)",049,NEW SOUTHWEST/MOUNT CLARE,2007-08-09T04:00:00Z,SOUTHERN,0280 049 080907
0280,333 S STRICKER ST,9,"(39.28376939, -76.64041873)",050,NEW SOUTHWEST/MOUNT CLARE,2012-07-27T04:00:00Z,SOUTHERN,0280 050 072712
0280,323 S STRICKER ST,9,"(39.28394242, -76.64044501)",055,NEW SOUTHWEST/MOUNT CLARE,2015-11-16T05:00:00Z,SOUTHERN,0280 055 111615
0280,303 S STRICKER ST,9,"(39.28430832, -76.64046688)",065,NEW SOUTHWEST/MOUNT CLARE,2010-05-03T04:00:00Z,SOUTHERN,0280 065 050310
1154,604 E BIDDLE ST,12,"(39.30390649, -76.60901592)",023,JOHNSTON SQUARE,2007-04-30T04:00:00Z,EASTERN,1154 023 043007
1154,606 E BIDDLE ST,12,"(39.30390843, -76.60896867)",024,JOHNSTON SQUARE,2008-02-13T05:00:00Z,EASTERN,1154 024 021308
1154,608 E BIDDLE ST,12,"(39.30391036, -76.60892112)",025,JOHNSTON SQUARE,2007-06-20T04:00:00Z,EASTERN,1154 025 062007
1154,610 E BIDDLE ST,12,"(39.30391235, -76.60887293)",026,JOHNSTON SQUARE,2008-03-11T04:00:00Z,EASTERN,1154 026 031108
1154,612 E BIDDLE ST,12,"(39.30391415, -76.60882844)",027,JOHNSTON SQUARE,2010-06-18T04:00:00Z,EASTERN,1154 027 061810
1154,614 E BIDDLE ST,12,"(39.30391608, -76.60878089)",028,JOHNSTON SQUARE,2011-11-04T04:00:00Z,EASTERN,1154 028 110411
1154,616 E BIDDLE ST,12,"(39.3039182, -76.60872954)",029,JOHNSTON SQUARE,2013-11-13T05:00:00Z,EASTERN,1154 029 111313
1154,618 E BIDDLE ST,12,"(39.30392005, -76.60868364)",030,JOHNSTON SQUARE,2011-11-03T04:00:00Z,EASTERN,1154 030 110311
1154,620 E BIDDLE ST,12,"(39.30392238, -76.60863482)",031,JOHNSTON SQUARE,2013-04-08T04:00:00Z,EASTERN,1154 031 040813
1155,701 E PRESTON ST,12,"(39.30463932, -76.60799696)",015,JOHNSTON SQUARE,2014-08-06T04:00:00Z,EASTERN,1155 015 080614
1155,703 E PRESTON ST,12,"(39.30464819, -76.60795569)",016,JOHNSTON SQUARE,2011-03-07T05:00:00Z,EASTERN,1155 016 030711
1155,707 E PRESTON ST,12,"(39.30464074, -76.60786442)",018,JOHNSTON SQUARE,2011-03-07T05:00:00Z,EASTERN,1155 018 030711
1155,729 E PRESTON ST,12,"(39.30466289, -76.60731888)",029,JOHNSTON SQUARE,2014-06-09T04:00:00Z,EASTERN,1155 029 060914
1155,731 E PRESTON ST,12,"(39.30466479, -76.60727197)",030,JOHNSTON SQUARE,2013-10-16T04:00:00Z,EASTERN,1155 030 101613
1155,749 E PRESTON ST,12,"(39.30468306, -76.60682111)",039,JOHNSTON SQUARE,2013-09-25T04:00:00Z,EASTERN,1155 039 092513
1155,709 MURA ST,12,"(39.30417962, -76.60744072)",074,JOHNSTON SQUARE,2014-09-05T04:00:00Z,EASTERN,1155 074 090514
1155,719 MURA ST,12,"(39.30419019, -76.60722952)",079,JOHNSTON SQUARE,2013-01-07T05:00:00Z,EASTERN,1155 079 010713
1155,723 MURA ST,12,"(39.30419442, -76.60714483)",081,JOHNSTON SQUARE,2007-05-10T04:00:00Z,EASTERN,1155 081 051007
1155,730 MURA ST,12,"(39.30446388, -76.60703721)",087,JOHNSTON SQUARE,2009-04-03T04:00:00Z,EASTERN,1155 087 040309
0281,337 S WOODYEAR ST,9,"(39.28384008, -76.6381956)",073,NEW SOUTHWEST/MOUNT CLARE,2014-12-12T05:00:00Z,SOUTHERN,0281 073 121214
0282,914 RAMSAY ST,10,"(39.28382488, -76.63250384)",016,WASHINGTON VILLAGE/PIGTOWN,2012-10-06T04:00:00Z,SOUTHERN,0282 016 100612
0283,855 MCHENRY ST,10,"(39.28458949, -76.63174076)",019,WASHINGTON VILLAGE/PIGTOWN,2015-09-25T04:00:00Z,SOUTHERN,0283 019 092515
0288,406 S SMALLWOOD ST,9,"(39.28268965, -76.65139928)",004,CARROLLTON RIDGE,2013-09-20T04:00:00Z,SOUTHWESTERN,0288 004 092013
0288,414 S SMALLWOOD ST,9,"(39.28253628, -76.65139043)",008,CARROLLTON RIDGE,2013-04-15T04:00:00Z,SOUTHWESTERN,0288 008 041513
0288,428 S SMALLWOOD ST,9,"(39.28228023, -76.65137571)",015,CARROLLTON RIDGE,2012-10-12T04:00:00Z,SOUTHWESTERN,0288 015 101212
0288,2200 ASHTON ST,9,"(39.2819583, -76.6515409)",024,CARROLLTON RIDGE,2015-10-19T04:00:00Z,SOUTHWESTERN,0288 024 101915
0288,2210 ASHTON ST,9,"(39.28174886, -76.6520033)",028A,CARROLLTON RIDGE,2011-07-20T04:00:00Z,SOUTHWESTERN,0288 028A 072011
0288,441 FURROW ST,9,"(39.28206355, -76.65163737)",029,CARROLLTON RIDGE,2012-04-05T04:00:00Z,SOUTHWESTERN,0288 029 040512
0288,439 FURROW ST,9,"(39.28210016, -76.65163944)",030,CARROLLTON RIDGE,2008-01-10T05:00:00Z,SOUTHWESTERN,0288 030 011008
0288,437 FURROW ST,9,"(39.28213699, -76.65164149)",031,CARROLLTON RIDGE,2005-11-08T05:00:00Z,SOUTHWESTERN,0288 031 110805
0288,433 FURROW ST,9,"(39.28220952, -76.65164555)",033,CARROLLTON RIDGE,2010-07-15T04:00:00Z,SOUTHWESTERN,0288 033 071510
0288,411 FURROW ST,9,"(39.28261017, -76.65166803)",044,CARROLLTON RIDGE,2013-07-05T04:00:00Z,SOUTHWESTERN,0288 044 070513
0294,2413 N STOCKTON ST,7,"(39.30938747, -76.64236799)",085,PENN NORTH,2006-04-12T04:00:00Z,WESTERN,0294 085 041206
0296,715 CUMBERLAND ST,7,"(39.30828007, -76.6427448)",014,SANDTOWN-WINCHESTER,2009-04-17T04:00:00Z,WESTERN,0296 014 041709
0296,717 CUMBERLAND ST,7,"(39.30825402, -76.64278325)",015,SANDTOWN-WINCHESTER,2006-03-22T05:00:00Z,WESTERN,0296 015 032206
0296,719 CUMBERLAND ST,7,"(39.3082283, -76.64281906)",016,SANDTOWN-WINCHESTER,2015-12-08T05:00:00Z,WESTERN,0296 016 120815
0297,615 CUMBERLAND ST,7,"(39.30890645, -76.64182129)",027,SANDTOWN-WINCHESTER,2011-02-09T05:00:00Z,WESTERN,0297 027 020911
0297,617 CUMBERLAND ST,7,"(39.30888346, -76.64186325)",028,SANDTOWN-WINCHESTER,2011-02-09T05:00:00Z,WESTERN,0297 028 020911
0288,403 S BENTALOU ST,9,"(39.28251808, -76.65230573)",096,CARROLLTON RIDGE,2012-02-26T05:00:00Z,SOUTHWESTERN,0288 096 022612
0288,401 S BENTALOU ST,9,"(39.28255508, -76.65230789)",097,CARROLLTON RIDGE,2015-10-15T04:00:00Z,SOUTHWESTERN,0288 097 101515
0288,2221 RAMSAY ST,9,"(39.28270839, -76.65195455)",098,CARROLLTON RIDGE,2009-01-07T05:00:00Z,SOUTHWESTERN,0288 098 010709
0288,2241 RAMSAY ST,9,"(39.28269136, -76.65242589)",108,CARROLLTON RIDGE,2010-08-03T04:00:00Z,SOUTHWESTERN,0288 108 080310
0289,2103 RAMSAY ST,9,"(39.28274337, -76.65019704)",013,CARROLLTON RIDGE,2012-12-28T05:00:00Z,SOUTHWESTERN,0289 013 122812
0289,403 S SMALLWOOD ST,9,"(39.28278308, -76.65090724)",026,CARROLLTON RIDGE,2008-01-09T05:00:00Z,SOUTHWESTERN,0289 026 010908
0289,415 S SMALLWOOD ST,9,"(39.2825717, -76.65089462)",032,CARROLLTON RIDGE,2015-12-24T05:00:00Z,SOUTHWESTERN,0289 032 122415
0289,419 S SMALLWOOD ST,9,"(39.28250619, -76.65089055)",034,CARROLLTON RIDGE,2006-03-24T05:00:00Z,SOUTHWESTERN,0289 034 032406
0289,425 S SMALLWOOD ST,9,"(39.28240778, -76.65088482)",037,CARROLLTON RIDGE,2014-02-21T05:00:00Z,SOUTHWESTERN,0289 037 022114
0289,427 S SMALLWOOD ST,9,"(39.28237217, -76.65088269)",038,CARROLLTON RIDGE,2015-01-15T05:00:00Z,SOUTHWESTERN,0289 038 011515
0289,429 S SMALLWOOD ST,9,"(39.28233432, -76.65088044)",039,CARROLLTON RIDGE,2008-11-18T05:00:00Z,SOUTHWESTERN,0289 039 111808
0289,431 S SMALLWOOD ST,9,"(39.28229455, -76.65087803)",040,CARROLLTON RIDGE,2008-09-25T04:00:00Z,SOUTHWESTERN,0289 040 092508
0289,433 S SMALLWOOD ST,9,"(39.28225672, -76.6508758)",041,CARROLLTON RIDGE,2008-01-09T05:00:00Z,SOUTHWESTERN,0289 041 010908
0289,437 S SMALLWOOD ST,9,"(39.28218225, -76.65087137)",043,CARROLLTON RIDGE,2009-07-30T04:00:00Z,SOUTHWESTERN,0289 043 073009
0289,2118 ASHTON ST,9,"(39.28232225, -76.65054374)",055,CARROLLTON RIDGE,2010-08-26T04:00:00Z,SOUTHWESTERN,0289 055 082610
0290,2023 RAMSAY ST,9,"(39.28284307, -76.64927651)",003,CARROLLTON RIDGE,2006-11-09T05:00:00Z,SOUTHERN,0290 003 110906
0290,2007 RAMSAY ST,9,"(39.28284954, -76.64890584)",011,CARROLLTON RIDGE,2015-10-01T04:00:00Z,SOUTHERN,0290 011 100115
0291,1805 RAMSAY ST,9,"(39.28301455, -76.64511807)",003,CARROLLTON RIDGE,2014-03-14T04:00:00Z,SOUTHERN,0291 003 031414
0291,1809 RAMSAY ST,9,"(39.2830116, -76.64519919)",005,CARROLLTON RIDGE,2015-10-23T04:00:00Z,SOUTHERN,0291 005 102315
0291,1811 RAMSAY ST,9,"(39.28300995, -76.64524337)",006,CARROLLTON RIDGE,2015-10-27T04:00:00Z,SOUTHERN,0291 006 102715
0291,1817 RAMSAY ST,9,"(39.28300519, -76.64537267)",009,CARROLLTON RIDGE,2013-09-20T04:00:00Z,SOUTHERN,0291 009 092013
0291,1819 RAMSAY ST,9,"(39.28300365, -76.64541475)",010,CARROLLTON RIDGE,2010-03-19T04:00:00Z,SOUTHERN,0291 010 031910
0291,1821 RAMSAY ST,9,"(39.28300206, -76.64545789)",011,CARROLLTON RIDGE,2008-06-24T04:00:00Z,SOUTHERN,0291 011 062408
0291,1831 RAMSAY ST,9,"(39.28299447, -76.64566488)",016,CARROLLTON RIDGE,2013-09-06T04:00:00Z,SOUTHERN,0291 016 090613
0291,1843 RAMSAY ST,9,"(39.28295906, -76.64598339)",022,CARROLLTON RIDGE,2009-07-22T04:00:00Z,SOUTHERN,0291 022 072209
0291,1845 RAMSAY ST,9,"(39.28295766, -76.64602144)",023,CARROLLTON RIDGE,2015-03-27T04:00:00Z,SOUTHERN,0291 023 032715
0291,1853 RAMSAY ST,9,"(39.28295164, -76.64618472)",027,CARROLLTON RIDGE,2015-11-18T05:00:00Z,SOUTHERN,0291 027 111815
0291,405 S MONROE ST,9,"(39.28296977, -76.64643456)",033,CARROLLTON RIDGE,2014-04-23T04:00:00Z,SOUTHERN,0291 033 042314
0291,409 S MONROE ST,9,"(39.28290744, -76.64643083)",035,CARROLLTON RIDGE,2014-03-05T05:00:00Z,SOUTHERN,0291 035 030514
0291,411 S MONROE ST,9,"(39.28287772, -76.64642994)",036,CARROLLTON RIDGE,2015-01-16T05:00:00Z,SOUTHERN,0291 036 011615
0291,413 S MONROE ST,9,"(39.28284622, -76.64642898)",037,CARROLLTON RIDGE,2008-10-23T04:00:00Z,SOUTHERN,0291 037 102308
0291,1840 WILKENS AVE,9,"(39.28250537, -76.64607837)",049,CARROLLTON RIDGE,2012-02-23T05:00:00Z,SOUTHERN,0291 049 022312
0291,1826 WILKENS AVE,9,"(39.28261839, -76.64565899)",056,CARROLLTON RIDGE,2014-01-08T05:00:00Z,SOUTHERN,0291 056 010814
0291,1824 WILKENS AVE,9,"(39.28262936, -76.64561948)",057,CARROLLTON RIDGE,2006-03-23T05:00:00Z,SOUTHERN,0291 057 032306
0291,1816 WILKENS AVE,9,"(39.28269377, -76.64545629)",061,CARROLLTON RIDGE,2011-10-07T04:00:00Z,SOUTHERN,0291 061 100711
0292,1708 WILKENS AVE,9,"(39.28303499, -76.64441819)",005,NEW SOUTHWEST/MOUNT CLARE,2013-12-24T05:00:00Z,SOUTHERN,0292 005 122413
0292,1712 WILKENS AVE,9,"(39.2830197, -76.64451296)",007,NEW SOUTHWEST/MOUNT CLARE,2013-05-19T04:00:00Z,SOUTHERN,0292 007 051913
0293,1704 N CAREY ST,7,"(39.30877169, -76.64305451)",002,SANDTOWN-WINCHESTER,2014-12-05T05:00:00Z,WESTERN,0293 002 120514
0293,1712 N CAREY ST,7,"(39.30893544, -76.64325002)",006,SANDTOWN-WINCHESTER,2008-02-27T05:00:00Z,WESTERN,0293 006 022708
0293,1716 N CAREY ST,7,"(39.30899411, -76.64332243)",008,SANDTOWN-WINCHESTER,2008-02-28T05:00:00Z,WESTERN,0293 008 022808
0293,1718 N CAREY ST,7,"(39.30902186, -76.6433567)",009,SANDTOWN-WINCHESTER,2014-04-02T04:00:00Z,WESTERN,0293 009 040214
0293,1722 N CAREY ST,7,"(39.30908724, -76.64343653)",011,SANDTOWN-WINCHESTER,2014-04-17T04:00:00Z,WESTERN,0293 011 041714
0293,1724 N CAREY ST,7,"(39.30912658, -76.64345579)",012,SANDTOWN-WINCHESTER,2013-12-20T05:00:00Z,WESTERN,0293 012 122013
0293,1726 N CAREY ST,7,"(39.30915601, -76.64349225)",013,SANDTOWN-WINCHESTER,2008-02-28T05:00:00Z,WESTERN,0293 013 022808
0293,1728 N CAREY ST,7,"(39.30918516, -76.64352845)",014,SANDTOWN-WINCHESTER,2010-10-29T04:00:00Z,WESTERN,0293 014 102910
0293,1736 N CAREY ST,7,"(39.30929848, -76.64366926)",018,SANDTOWN-WINCHESTER,2011-07-06T04:00:00Z,WESTERN,0293 018 070611
0293,1639 WESTWOOD AVE,7,"(39.30879494, -76.64422112)",032,SANDTOWN-WINCHESTER,2005-10-26T04:00:00Z,WESTERN,0293 032 102605
0293,1709 N CALHOUN ST,7,"(39.30844568, -76.64368034)",044,SANDTOWN-WINCHESTER,2011-05-25T04:00:00Z,WESTERN,0293 044 052511
0293,1705 N CALHOUN ST,7,"(39.30837899, -76.64360262)",046,SANDTOWN-WINCHESTER,2015-03-24T04:00:00Z,WESTERN,0293 046 032415
0293,702 CUMBERLAND ST,7,"(39.30869012, -76.64285739)",049,SANDTOWN-WINCHESTER,2012-10-03T04:00:00Z,WESTERN,0293 049 100312
0293,704 CUMBERLAND ST,7,"(39.3086651, -76.64288768)",050,SANDTOWN-WINCHESTER,2012-04-25T04:00:00Z,WESTERN,0293 050 042512
0293,712 CUMBERLAND ST,7,"(39.30857742, -76.64301177)",054,SANDTOWN-WINCHESTER,2005-09-12T04:00:00Z,WESTERN,0293 054 091205
0293,722 CUMBERLAND ST,7,"(39.30842174, -76.64322889)",059,SANDTOWN-WINCHESTER,2012-11-21T05:00:00Z,WESTERN,0293 059 112112
0293,726 CUMBERLAND ST,7,"(39.30835248, -76.64332519)",061,SANDTOWN-WINCHESTER,2004-11-08T05:00:00Z,WESTERN,0293 061 110804
0293,730 CUMBERLAND ST,7,"(39.30830013, -76.64339442)",063,SANDTOWN-WINCHESTER,2015-01-14T05:00:00Z,WESTERN,0293 063 011415
0293,703 ALLEGANY PL,7,"(39.30867417, -76.64327196)",069,SANDTOWN-WINCHESTER,2012-04-25T04:00:00Z,WESTERN,0293 069 042512
0293,705 ALLEGANY PL,7,"(39.30864841, -76.64331009)",070,SANDTOWN-WINCHESTER,2007-09-25T04:00:00Z,WESTERN,0293 070 092507
0293,707 ALLEGANY PL,7,"(39.30862229, -76.64334686)",071,SANDTOWN-WINCHESTER,2012-02-28T05:00:00Z,WESTERN,0293 071 022812
0294,1633 W NORTH AVE,7,"(39.30976925, -76.6434153)",030,PENN NORTH,2005-12-15T05:00:00Z,WESTERN,0294 030 121505
0294,1639 W NORTH AVE,7,"(39.3097644, -76.64353756)",033,PENN NORTH,2009-03-17T04:00:00Z,WESTERN,0294 033 031709
0294,1747 N CAREY ST,7,"(39.30959712, -76.64346953)",034,PENN NORTH,2008-07-08T04:00:00Z,WESTERN,0294 034 070808
0294,1743 N CAREY ST,7,"(39.3095669, -76.64333169)",036,PENN NORTH,2014-12-02T05:00:00Z,WESTERN,0294 036 120214
0294,1737 N CAREY ST,7,"(39.30952995, -76.64316989)",039,PENN NORTH,2013-03-15T04:00:00Z,WESTERN,0294 039 031513
0294,1735 N CAREY ST,7,"(39.30951892, -76.64311461)",040,PENN NORTH,2008-03-28T04:00:00Z,WESTERN,0294 040 032808
0294,1733 N CAREY ST,7,"(39.3094954, -76.64307811)",041,PENN NORTH,2008-04-02T04:00:00Z,WESTERN,0294 041 040208
0294,1729 N CAREY ST,7,"(39.3094409, -76.64301259)",043,PENN NORTH,2010-12-17T05:00:00Z,WESTERN,0294 043 121710
0294,1727 N CAREY ST,7,"(39.30935323, -76.64306071)",044,PENN NORTH,2014-01-10T05:00:00Z,WESTERN,0294 044 011014
0294,1725 N CAREY ST,7,"(39.30932368, -76.64302522)",045,PENN NORTH,2013-12-18T05:00:00Z,WESTERN,0294 045 121813
0294,1723 N CAREY ST,7,"(39.3092844, -76.64298234)",046,PENN NORTH,2016-02-05T05:00:00Z,WESTERN,0294 046 020516
0294,1721 N CAREY ST,7,"(39.30925396, -76.64294672)",047,PENN NORTH,2014-01-10T05:00:00Z,WESTERN,0294 047 011014
0294,612 CUMBERLAND ST,7,"(39.30896806, -76.6424569)",063,PENN NORTH,2014-05-12T04:00:00Z,WESTERN,0294 063 051214
0294,2410 N STOCKTON ST,7,"(39.30918745, -76.64251055)",071,PENN NORTH,2011-03-15T04:00:00Z,WESTERN,0294 071 031511
0306,1447 N CAREY ST,7,"(39.30662258, -76.63975411)",046,SANDTOWN-WINCHESTER,2013-11-20T05:00:00Z,WESTERN,0306 046 112013
0306,1449 N CAREY ST,7,"(39.30664536, -76.63978418)",047,SANDTOWN-WINCHESTER,2014-03-13T04:00:00Z,WESTERN,0306 047 031314
0307,2102 DIVISION ST,7,"(39.3073941, -76.63779789)",002,DRUID HEIGHTS,2007-05-11T04:00:00Z,CENTRAL,0307 002 051107
0307,2104 DIVISION ST,7,"(39.30742624, -76.63783433)",003,DRUID HEIGHTS,2008-06-23T04:00:00Z,CENTRAL,0307 003 062308
0307,2106 DIVISION ST,7,"(39.30749881, -76.63781209)",004,DRUID HEIGHTS,2005-09-01T04:00:00Z,CENTRAL,0307 004 090105
0307,535 GOLD ST,7,"(39.30763085, -76.638884)",027,DRUID HEIGHTS,2008-02-14T05:00:00Z,CENTRAL,0307 027 021408
0307,537 GOLD ST,7,"(39.30760526, -76.63891389)",028,DRUID HEIGHTS,2012-11-30T05:00:00Z,CENTRAL,0307 028 113012
0298,521 CUMBERLAND ST,7,"(39.3095619, -76.64093146)",023,DRUID HEIGHTS,2013-10-09T04:00:00Z,CENTRAL,0298 023 100913
0298,539 SANFORD PL,7,"(39.30887328, -76.64049125)",083,DRUID HEIGHTS,2013-11-22T05:00:00Z,CENTRAL,0298 083 112213
0298,503 SANFORD PL,7,"(39.30953527, -76.64023747)",101,DRUID HEIGHTS,2011-12-10T05:00:00Z,CENTRAL,0298 101 121011
0299,1307 W NORTH AVE,7,"(39.30999289, -76.63859059)",004,DRUID HEIGHTS,2008-10-06T04:00:00Z,CENTRAL,0299 004 100608
0299,1309 W NORTH AVE,7,"(39.30999054, -76.63864133)",005,DRUID HEIGHTS,2008-06-02T04:00:00Z,CENTRAL,0299 005 060208
0299,1321 W NORTH AVE,7,"(39.30997685, -76.63893861)",011,DRUID HEIGHTS,2005-12-13T05:00:00Z,CENTRAL,0299 011 121305
0299,1323 W NORTH AVE,7,"(39.30997397, -76.63898791)",012,DRUID HEIGHTS,2010-11-08T05:00:00Z,CENTRAL,0299 012 110810
0299,1339 W NORTH AVE,7,"(39.31002169, -76.63940335)",020,DRUID HEIGHTS,2010-05-03T04:00:00Z,CENTRAL,0299 020 050310
0299,1351 W NORTH AVE,7,"(39.3099216, -76.63993493)",025,DRUID HEIGHTS,2008-11-21T05:00:00Z,CENTRAL,0299 025 112108
0299,1355 W NORTH AVE,7,"(39.30989669, -76.64003218)",027,DRUID HEIGHTS,2010-05-07T04:00:00Z,CENTRAL,0299 027 050710
0299,1357 W NORTH AVE,7,"(39.30988135, -76.64007992)",028,DRUID HEIGHTS,2007-11-09T05:00:00Z,CENTRAL,0299 028 110907
0299,1359 W NORTH AVE,7,"(39.30989653, -76.64013019)",029,DRUID HEIGHTS,2009-12-01T05:00:00Z,CENTRAL,0299 029 120109
0299,520 BAKER ST,7,"(39.30963077, -76.638886)",060,DRUID HEIGHTS,2008-03-27T04:00:00Z,CENTRAL,0299 060 032708
0299,518 BAKER ST,7,"(39.30966749, -76.63883678)",062,DRUID HEIGHTS,2008-04-01T04:00:00Z,CENTRAL,0299 062 040108
0299,514 BAKER ST,7,"(39.30971742, -76.63876997)",064,DRUID HEIGHTS,2014-06-26T04:00:00Z,CENTRAL,0299 064 062614
0299,512 BAKER ST,7,"(39.30974051, -76.63873908)",065,DRUID HEIGHTS,2011-12-16T05:00:00Z,CENTRAL,0299 065 121611
0299,510 BAKER ST,7,"(39.30976424, -76.6387067)",066,DRUID HEIGHTS,2009-10-22T04:00:00Z,CENTRAL,0299 066 102209
0338,575 LAURENS ST,11,"(39.30449024, -76.63499341)",035,UPTON,2009-12-16T05:00:00Z,CENTRAL,0338 035 121609
0339,1710 DRUID HILL AVE,11,"(39.30521868, -76.63293271)",006,UPTON,2008-10-23T04:00:00Z,CENTRAL,0339 006 102308
0339,1712 DRUID HILL AVE,11,"(39.3052479, -76.63296909)",007,UPTON,2015-07-23T04:00:00Z,CENTRAL,0339 007 072315
0339,1714 DRUID HILL AVE,11,"(39.30527552, -76.63300342)",008,UPTON,2015-07-23T04:00:00Z,CENTRAL,0339 008 072315
0339,1716 DRUID HILL AVE,11,"(39.30530201, -76.6330366)",009,UPTON,2015-07-23T04:00:00Z,CENTRAL,0339 009 072315
0300C,1547 N WOODYEAR ST,7,"(39.30701216, -76.64117788)",068,SANDTOWN-WINCHESTER,2015-07-31T04:00:00Z,WESTERN,0300C068 073115
0300C,1549 N WOODYEAR ST,7,"(39.30703737, -76.64120796)",069,SANDTOWN-WINCHESTER,2014-05-16T04:00:00Z,WESTERN,0300C069 051614
0300C,1558 N WOODYEAR ST,7,"(39.30690515, -76.64151383)",077,SANDTOWN-WINCHESTER,2011-10-31T04:00:00Z,WESTERN,0300C077 103111
0300C,1554 N WOODYEAR ST,7,"(39.30685685, -76.64145607)",079,SANDTOWN-WINCHESTER,2014-06-10T04:00:00Z,WESTERN,0300C079 061014
0300C,1552 N WOODYEAR ST,7,"(39.30683276, -76.64142716)",080,SANDTOWN-WINCHESTER,2012-04-10T04:00:00Z,WESTERN,0300C080 041012
0300C,1550 N WOODYEAR ST,7,"(39.30680822, -76.64139781)",081,SANDTOWN-WINCHESTER,2008-01-08T05:00:00Z,WESTERN,0300C081 010808
0300C,1548 N WOODYEAR ST,7,"(39.30678369, -76.64136845)",082,SANDTOWN-WINCHESTER,2014-06-10T04:00:00Z,WESTERN,0300C082 061014
0300C,1542 N WOODYEAR ST,7,"(39.3067113, -76.64128181)",085,SANDTOWN-WINCHESTER,2013-08-30T04:00:00Z,WESTERN,0300C085 083013
0301,1507 N CAREY ST,7,"(39.30725305, -76.64049409)",042,SANDTOWN-WINCHESTER,2014-08-28T04:00:00Z,WESTERN,0301 042 082814
0302,2215 PENNSYLVANIA AVE,7,"(39.30792548, -76.63957051)",005,DRUID HEIGHTS,2005-07-15T04:00:00Z,CENTRAL,0302 005 071505
0303,517 BAKER ST,7,"(39.30922653, -76.63882416)",017,DRUID HEIGHTS,2015-07-17T04:00:00Z,CENTRAL,0303 017 071715
0303,507 BAKER ST,7,"(39.30938547, -76.63854167)",021,DRUID HEIGHTS,2010-01-26T05:00:00Z,CENTRAL,0303 021 012610
0303,2228 DRUID HILL AVE,7,"(39.30942313, -76.63809553)",032,DRUID HEIGHTS,2009-07-23T04:00:00Z,CENTRAL,0303 032 072309
0303,2220 DRUID HILL AVE,7,"(39.30930254, -76.63794673)",036,DRUID HEIGHTS,2010-08-05T04:00:00Z,CENTRAL,0303 036 080510
0413,1203 ARGYLE AVE,11,"(39.29906057, -76.63054612)",042,UPTON,2005-09-12T04:00:00Z,CENTRAL,0413 042 091205
0414,1316 DIVISION ST,11,"(39.3013121, -76.63015314)",035,UPTON,2014-09-26T04:00:00Z,CENTRAL,0414 035 092614
0414,1318 DIVISION ST,11,"(39.3013378, -76.6301854)",036,UPTON,2015-11-09T05:00:00Z,CENTRAL,0414 036 110915
0307,2145 PENNSYLVANIA AVE,7,"(39.30752658, -76.63915224)",031,DRUID HEIGHTS,2015-06-24T04:00:00Z,CENTRAL,0307 031 062415
0307,2135 PENNSYLVANIA AVE,7,"(39.30739546, -76.63899313)",036,DRUID HEIGHTS,2014-05-29T04:00:00Z,CENTRAL,0307 036 052914
0307,2133 PENNSYLVANIA AVE,7,"(39.3073689, -76.63896295)",037,DRUID HEIGHTS,2005-03-23T05:00:00Z,CENTRAL,0307 037 032305
0308,2101 DIVISION ST,7,"(39.30767726, -76.63732636)",001,DRUID HEIGHTS,2014-01-31T05:00:00Z,CENTRAL,0308 001 013114
0308,2103 DIVISION ST,7,"(39.30770121, -76.63735801)",002,DRUID HEIGHTS,2008-09-26T04:00:00Z,CENTRAL,0308 002 092608
0308,2123 DIVISION ST,7,"(39.30795981, -76.63767876)",012,DRUID HEIGHTS,2015-10-09T04:00:00Z,CENTRAL,0308 012 100915
0308,2129 DIVISION ST,7,"(39.30803575, -76.63777301)",015,DRUID HEIGHTS,2005-09-01T04:00:00Z,CENTRAL,0308 015 090105
0308,2131 DIVISION ST,7,"(39.30806156, -76.63780497)",016,DRUID HEIGHTS,2008-12-08T05:00:00Z,CENTRAL,0308 016 120808
0308,2135 DIVISION ST,7,"(39.30811299, -76.63786877)",018,DRUID HEIGHTS,2014-04-04T04:00:00Z,CENTRAL,0308 018 040414
0308,2137 DIVISION ST,7,"(39.3081391, -76.63790123)",019,DRUID HEIGHTS,2008-12-08T05:00:00Z,CENTRAL,0308 019 120808
0308,2139 DIVISION ST,7,"(39.30816507, -76.63793341)",020,DRUID HEIGHTS,2005-09-01T04:00:00Z,CENTRAL,0308 020 090105
0308,2141 DIVISION ST,7,"(39.30819223, -76.63796709)",021,DRUID HEIGHTS,2005-07-21T04:00:00Z,CENTRAL,0308 021 072105
0308,2145 DIVISION ST,7,"(39.30824897, -76.63803751)",023,DRUID HEIGHTS,2012-03-30T04:00:00Z,CENTRAL,0308 023 033012
0308,2122 DRUID HILL AVE,7,"(39.30856593, -76.6370604)",045,DRUID HEIGHTS,2009-04-30T04:00:00Z,CENTRAL,0308 045 043009
0308,510 BLOOM ST,7,"(39.30805114, -76.63700211)",061,DRUID HEIGHTS,2005-09-01T04:00:00Z,CENTRAL,0308 061 090105
0309,2106 MCCULLOH ST,7,"(39.30887974, -76.63607572)",005,DRUID HEIGHTS,2012-02-23T05:00:00Z,CENTRAL,0309 005 022312
0309,2108 MCCULLOH ST,7,"(39.30891942, -76.63612475)",006,DRUID HEIGHTS,2009-12-30T05:00:00Z,CENTRAL,0309 006 123009
0309,2118 MCCULLOH ST,7,"(39.30907496, -76.6363164)",011,DRUID HEIGHTS,2014-07-15T04:00:00Z,CENTRAL,0309 011 071514
